ModuleField,HelpField,HelpID,PageHelpID,FieldType
Run_Scenarios+Only run the Scenario Valuations not previously run,Run_Scenarios+Run_Scenarios+ScenValnRun,5445,2261,Check
Run_Scenarios+Suppress standard Excel Output,Run_Scenarios+Run_Scenarios+SuppressXL,5446,2261,Check
Run_Scenarios+Add/Edit Scenario,Run_Scenarios+Run_Scenarios+EditScen,5448,2261,Button
Run_Scenarios+Add/Edit Batch,Run_Scenarios+Run_Scenarios+EditBatch,5447,2261,Button
Run_Scenarios+Remove Scenarios,Run_Scenarios+Button+RemScen,5441,2261,Button
Run_Scenarios+Add Scenarios,Run_Scenarios+Button+AddScen,5440,2261,Button
Run_Scenarios+Remove Valuation Batch,Run_Scenarios+Button+RemBatch,5438,2261,Button
Run_Scenarios+Add Valuation Batch,Run_Scenarios+Button+AddBatch,5437,2261,Button
Run_Scenarios+Run,Run_Scenarios+Button+Run,5435,2261,Button
Run_Scenarios+SaveAs,Run_Scenarios+Button+SaveAs,5434,2261,Button
Run_Scenarios+Save,Run_Scenarios+Button+SaveOne,5433,2261,Button
Run_Scenarios+Quit,Run_Scenarios+Button+Quit,5432,2261,Button
Select_Batch,Select_Batch,0,2262,Dialog
Select_Batch+Select Saved Valuation Batch Parameter Set,Select_Batch+Select_Batch+savedBatch,5451,2262,Listview
Select_Batch+OK,Select_Batch+Button+OK,5450,2262,Button
Select_Batch+Cancel,Select_Batch+Button+Cancel,5449,2262,Button
Select_Scenario,Select_Scenario,0,2263,Dialog
Select_Scenario+Select Saved Scenario Parameter Sets,Select_Scenario+Select_Scenario+savedScens,5454,2263,ListviewM
Select_Scenario+OK,Select_Scenario+Button+OK,5453,2263,Button
Select_Scenario+Cancel,Select_Scenario+Button+Cancel,5452,2263,Button
Scenario_Output,Scenario_Output,0,2264,Dialog
Scenario_Output+Display only Valuation Runs on the Primary Basis,Scenario_Output+Scenario_Output+PrimaryOnly,5459,2264,Check
Scenario_Output+Selected Scenarios,Scenario_Output+Scenario_Output+Scenarios,5460,2264,ListviewM
Scenario_Output+runs,Scenario_Output+Scenario_Output+runs,5461,2264,ListviewM
Scenario_Output+Scenarios Output Filename,Scenario_Output+Run_Scenarios+ScenDBName,5462,2264,Edit
Scenario_Output+Run,Scenario_Output+Button+Run,5458,2264,Button
Scenario_Output+SaveAs,Scenario_Output+Button+SaveAs,5457,2264,Button
Scenario_Output+Save,Scenario_Output+Button+SaveOne,5456,2264,Button
Scenario_Output+Quit,Scenario_Output+Button+Quit,5455,2264,Button
Consolidation+Selection,Consolidation+Selection,0,2265,Page
Consolidation+Selection+Valuation Method,Consolidation_Selection+Consolidation+valind,5467,2265,Combo
Consolidation+Selection+Capped Accrued Benefits,Consolidation_Selection+Consolidation+ConsIndex,5468,2265,Combo
Consolidation+Selection+Control Period,Consolidation_Selection+Consolidation+ConsIndex,5468,2265,Combo
Consolidation+Selection+Insured Benefits in Normal Cost,Consolidation_Selection+Consolidation+ConsIndex,5468,2265,Combo
Consolidation+Selection+Target Accrued Benefit,Consolidation_Selection+Consolidation+ConsIndex,5468,2265,Combo
Consolidation+Selection+Valuation Date,Consolidation_Selection+Consolidation+ConsIndex,5468,2265,Combo
Consolidation+Selection+Interpolated Exact Age Runs,Consolidation_Selection+Consolidation+ConsIndex,5468,2265,Combo
Consolidation+Selection+ALM/LDI Interface,Consolidation_Selection+Consolidation+ConsIndex,5468,2265,Combo
Consolidation+Selection+New Entrant Model Replacement,Consolidation_Selection+Consolidation+ConsIndex,5468,2265,Combo
Consolidation+Selection+Consolidated Analysis of Surplus,Consolidation_Selection+Consolidation+ConsIndex,5468,2265,Combo
Consolidation+Selection+Previous Valuation Date,Consolidation_Selection+Consolidation+ConsIndex,5468,2265,Combo
Consolidation+Selection+runslist,Consolidation_Selection+Consolidation+runs,5469,2265,ListviewM
Consolidation_Selection+Use QSM Settings,Consolidation+Consolidation+QSM,5506,2265,Button
Consolidation_Selection+Run,Consolidation+Button+Run,5466,2265,Button
Consolidation_Selection+SaveAs,Consolidation+Button+SaveAs,5465,2265,Button
Consolidation_Selection+Save,Consolidation+Button+SaveOne,5464,2265,Button
Consolidation_Selection+Quit,Consolidation+Button+Quit,5463,2265,Button
Consolidation+Contributions,Consolidation+Contributions,0,2266,Page
Consolidation+Grid Help,ADDING_DELETING_COLUMNS.HTM,3058,2266,F1SSHelp
Consolidation+Grid Help,GRID_EDITING_OPTIONS.HTM,3059,2266,F1SSHelp
Consolidation+Contributions+Amortisation Interest Rate (% p.a.),Consolidation_Contributions+Consolidation+amorti,5470,2266,Fin
Consolidation+Contributions+Edit Scheme Financials,Consolidation_Contributions+Button+EditFin,5471,2266,Button
Consolidation_Contributions+Use QSM Settings,Consolidation+Consolidation+QSM,5506,2266,Button
Consolidation_Contributions+Run,Consolidation+Button+Run,5466,2266,Button
Consolidation_Contributions+SaveAs,Consolidation+Button+SaveAs,5465,2266,Button
Consolidation_Contributions+Save,Consolidation+Button+SaveOne,5464,2266,Button
Consolidation_Contributions+Quit,Consolidation+Button+Quit,5463,2266,Button
Consolidation+Amortisation,Consolidation+Amortisation,0,2267,Page
Consolidation+Amortisation+Past Service Surplus/Deficit Amortised,Consolidation_Amortisation+Consolidation+amortprop,5472,2267,Edit
Consolidation+Amortisation+OR Surplus/Deficit Amortised £,Consolidation_Amortisation+Consolidation+amortprop,5472,2267,Edit
Consolidation+Amortisation+Amortisation Method,Consolidation_Amortisation+Consolidation+ameth,5473,2267,Options
Consolidation+Amortisation+Term,Consolidation_Amortisation+Consolidation+TERMAM,5474,2267,Edit
Consolidation+Amortisation+Amortisation Interest Rate (% p.a.),Consolidation_Amortisation+Consolidation+amorti,5475,2267,Fin
Consolidation+Amortisation+Past Service Surplus/Deficit Amortised,Consolidation_Amortisation+Consolidation+amortprop,5472,2267,Edit
Consolidation+Amortisation+OR Surplus/Deficit Amortised £,Consolidation_Amortisation+Consolidation+amortprop,5472,2267,Edit
Consolidation+Amortisation+Amortisation Method,Consolidation_Amortisation+Consolidation+ameth,5476,2267,Options
Consolidation+Amortisation+Term,Consolidation_Amortisation+Consolidation+TERMAM,5474,2267,Edit
Consolidation+Amortisation+Amortisation Interest Rate (% p.a.),Consolidation_Amortisation+Consolidation+amorti,5475,2267,Fin
Consolidation+Amortisation+Edit Scheme Financials,Consolidation_Amortisation+Button+EditFin,5477,2267,Button
Consolidation_Amortisation+Use QSM Settings,Consolidation+Consolidation+QSM,5506,2267,Button
Consolidation_Amortisation+Run,Consolidation+Button+Run,5466,2267,Button
Consolidation_Amortisation+SaveAs,Consolidation+Button+SaveAs,5465,2267,Button
Consolidation_Amortisation+Save,Consolidation+Button+SaveOne,5464,2267,Button
Consolidation_Amortisation+Quit,Consolidation+Button+Quit,5463,2267,Button
Consolidation+Other,Consolidation+Other,0,2268,Page
Consolidation+Other+Asset Value,Consolidation_Other+Consolidation+ASSETS,5478,2268,Edit
Consolidation+Other+Asset Rollup Rate (% p.a.),Consolidation_Other+Consolidation+IR,5479,2268,Fin
Consolidation+Other+Liability Description,Consolidation_Other+Consolidation+LTOT,5480,2268,F1SSCol
Consolidation+Other+Liability Amount,Consolidation_Other+Consolidation+LTOT,5480,2268,F1SSCol
Consolidation+Grid Help,ADDING_DELETING_COLUMNS.HTM,3058,2268,F1SSHelp
Consolidation+Grid Help,GRID_EDITING_OPTIONS.HTM,3059,2268,F1SSHelp
Consolidation+Other+Scheme Fee,Consolidation_Other+Expense_Rates+EXPSF,5481,2268,Edit
Consolidation+Other+Scheme Fee Inflation Rate (% p.a.),Consolidation_Other+Expense_Rates+EXPf,5482,2268,Fin
Consolidation+Other+Member Fee,Consolidation_Other+Expense_Rates+PMEXP,5483,2268,Edit
Consolidation+Other+% of Company Contributions,Consolidation_Other+Expense_Rates+EXPCC,5484,2268,Edit
Consolidation+Other+% of Member Contributions,Consolidation_Other+Expense_Rates+EXPMC,5485,2268,Edit
Consolidation+Other+% of Salaries,Consolidation_Other+Expense_Rates+EXPSAL,5486,2268,Edit
Consolidation+Other+Edit Expenses,Consolidation_Other+Consolidation+EditExp,5487,2268,Button
Consolidation+Other+Include Pensioners Benefits in Accrued Benefits Indices,Consolidation_Other+Consolidation+penind,5488,2268,Check
Consolidation+Other+Include Insured Benefits in Cash Flow Projections,Consolidation_Other+Consolidation+insind1,5489,2268,Check
Consolidation+Other+Graphical Presentation Only,Consolidation_Other+Consolidation+SKIP,5490,2268,Check
Consolidation+Other+Output Full Basis Details,Consolidation_Other+Consolidation+summopt,5491,2268,Check
Consolidation+Other+Retain Category Splits in Database,Consolidation_Other+Consolidation+retainCat,5492,2268,Check
Consolidation+Other+Ignore Consolidation Descriptions for Benefit Types in Database,Consolidation_Other+Consolidation+ignoreCONSDYN,5493,2268,Check
Consolidation+Other+Consolidation Output Filename,Consolidation_Other+Consolidation+ConsDBName,5494,2268,Edit
Consolidation+Other+Edit Scheme Financials,Consolidation_Other+Button+EditFin,5495,2268,Button
Consolidation_Other+Use QSM Settings,Consolidation+Consolidation+QSM,5506,2268,Button
Consolidation_Other+Run,Consolidation+Button+Run,5466,2268,Button
Consolidation_Other+SaveAs,Consolidation+Button+SaveAs,5465,2268,Button
Consolidation_Other+Save,Consolidation+Button+SaveOne,5464,2268,Button
Consolidation_Other+Quit,Consolidation+Button+Quit,5463,2268,Button
Consolidation+AOS,Consolidation+AOS,0,2269,Page
Consolidation+AOS+Asset Value at Previous Valuation Date,Consolidation_AOS+Consolidation+PrevASSETS,5496,2269,Edit
Consolidation+AOS+Inter-Valuation Annual Net Cash Flow,Consolidation_AOS+Consolidation+NetCF,5497,2269,Edit
Consolidation+AOS+Expected Interest Rate(s),Consolidation_AOS+Consolidation+Expi,5498,2269,Fin
Consolidation+AOS+Actual Member Contributions,Consolidation_AOS+Consolidation+MembConts,5499,2269,Edit
Consolidation+AOS+Actual Employer Contributions (including Insurance),Consolidation_AOS+Consolidation+ErConts,5500,2269,Edit
Consolidation+AOS+Actual DIS Insurance Contributions,Consolidation_AOS+Consolidation+InsDIS,5501,2269,Edit
Consolidation+AOS+Actual Ill-Health Insurance Contributions,Consolidation_AOS+Consolidation+InsIH,5502,2269,Edit
Consolidation+AOS+Actual Pension Payments,Consolidation_AOS+Consolidation+PenAmts,5503,2269,Edit
Consolidation+AOS+Actual Cash Benefits,Consolidation_AOS+Consolidation+CashAmts,5504,2269,Edit
Consolidation+AOS+Actual Interest Earned,Consolidation_AOS+Consolidation+IntAmts,5505,2269,Edit
Consolidation_AOS+Use QSM Settings,Consolidation+Consolidation+QSM,5506,2269,Button
Consolidation_AOS+Run,Consolidation+Button+Run,5466,2269,Button
Consolidation_AOS+SaveAs,Consolidation+Button+SaveAs,5465,2269,Button
Consolidation_AOS+Save,Consolidation+Button+SaveOne,5464,2269,Button
Consolidation_AOS+Quit,Consolidation+Button+Quit,5463,2269,Button
Cons_Review,Cons_Review,0,2270,Dialog
Cons_Review+Graph,Cons_Review+Cons_Review+Graph,5508,2270,Combo
Cons_Review+Projection Period,Cons_Review+Cons_Review+ProjPer,5509,2270,Edit
Cons_Review+Target Accrued Benefit,Cons_Review+Cons_Review+abNO,5510,2270,Combo
Cons_Review+Export,Cons_Review+Cons_Review+Export,5511,2270,Button
Cons_Review+Quit,Cons_Review+Button+Quit,5507,2270,Button
Cashflow_Summary,Cashflow_Summary,0,2271,Dialog
Cashflow_Summary+Consolidation Database File,Cashflow_Summary+Cashflow_Summary+mdbFile,5514,2271,Combo
Cashflow_Summary+Consolidation SQL Server Database,Cashflow_Summary+Cashflow_Summary+sqlDBase,5515,2271,Combo
Cashflow_Summary+Output Excel Filename,Cashflow_Summary+Cashflow_Summary+XLFile,5516,2271,File
Cashflow_Summary+OK,Cashflow_Summary+Button+OK,5513,2271,Button
Cashflow_Summary+Cancel,Cashflow_Summary+Button+Cancel,5512,2271,Button
Basis_Compare,Basis_Compare,0,2272,Dialog
Basis_Compare+Database Results File,Basis_Compare+Basis_Compare+mdbFile,5519,2272,Combo
Basis_Compare+SQL Results Database,Basis_Compare+Basis_Compare+sqlDBase,5520,2272,Combo
Basis_Compare+Input Data Type,Basis_Compare+Basis_Compare+MembClass,5521,2272,Combo
Basis_Compare+PPF Bases,Basis_Compare+Basis_Compare+PPFbasis,5522,2272,Check
Basis_Compare+runs,Basis_Compare+Basis_Compare+runs,5523,2272,ListviewM
Basis_Compare+Excel Output Filename,Basis_Compare+Basis_Compare+Filename,5524,2272,File
Basis_Compare+OK,Basis_Compare+Button+OK,5518,2272,Button
Basis_Compare+Cancel,Basis_Compare+Button+Cancel,5517,2272,Button
Prepare_Database,Prepare_Database,0,2273,Dialog
Prepare_Database+Consolidation Database File,Prepare_Database+Prepare_Database+mdbFile,5527,2273,Combo
Prepare_Database+Consolidation SQL Server Database,Prepare_Database+Prepare_Database+sqlDBase,5528,2273,Combo
Prepare_Database+Analyse Contingencies separately,Prepare_Database+Prepare_Database+IncContID,5529,2273,Check
Prepare_Database+OK,Prepare_Database+Button+OK,5526,2273,Button
Prepare_Database+Cancel,Prepare_Database+Button+Cancel,5525,2273,Button
Assumptions_Review+Benefits,Assumptions_Review+Benefits,0,2274,Page
Assumptions_Review+Benefits+Membership Group,Assumptions_Review_Benefits+Assumptions_Review+ClName,5532,2274,F1SS
Assumptions_Review+Benefits+Category Description,Assumptions_Review_Benefits+Assumptions_Review+ResIDDesc,5533,2274,F1SS
Assumptions_Review+Benefits+Sex,Assumptions_Review_Benefits+Assumptions_Review+sEX,5534,2274,F1SS
Assumptions_Review+Benefits+Contingency,Assumptions_Review_Benefits+Assumptions_Review+ContIDType,5535,2274,F1SS
Assumptions_Review+Benefits+Start Year Benefit,Assumptions_Review_Benefits+Assumptions_Review+StYear,5536,2274,F1SS
Assumptions_Review+Benefits+Past Service Benefit,Assumptions_Review_Benefits+Assumptions_Review+PServ,5537,2274,F1SS
Assumptions_Review+Benefits+Benefit Type,Assumptions_Review_Benefits+Assumptions_Review+BenIDType,5538,2274,F1SS
Assumptions_Review+Benefits+Benefit Basis,Assumptions_Review_Benefits+Assumptions_Review+Benbasis,5539,2274,F1SS
Assumptions_Review+Benefits+Commutation Rate/ COT Multiple,Assumptions_Review_Benefits+Assumptions_Review+CashRate,5540,2274,F1SS
Assumptions_Review+Benefits+Interest Switch,Assumptions_Review_Benefits+Assumptions_Review+IntSw,5541,2274,F1SS
Assumptions_Review+Benefits+Pre-Retirement Interest Name,Assumptions_Review_Benefits+Assumptions_Review+PreIntName,5542,2274,F1SS
Assumptions_Review+Benefits+Pre-Retirement Interest Group,Assumptions_Review_Benefits+Assumptions_Review+PreIntGroup,5543,2274,F1SS
Assumptions_Review+Benefits+Pre-Retirement Interest Value,Assumptions_Review_Benefits+Assumptions_Review+PreIntValue,5544,2274,F1SS
Assumptions_Review+Benefits+Pre-Retirement Interest Cap,Assumptions_Review_Benefits+Assumptions_Review+PreIntCap,5545,2274,F1SS
Assumptions_Review+Benefits+Pre-Retirement Interest Collar,Assumptions_Review_Benefits+Assumptions_Review+PreIntCollar,5546,2274,F1SS
Assumptions_Review+Benefits+Pre-Retirement Interest Table ID,Assumptions_Review_Benefits+Assumptions_Review+PreIntTabID,5547,2274,F1SS
Assumptions_Review+Benefits+Post-Retirement Interest Name,Assumptions_Review_Benefits+Assumptions_Review+PostIntName,5548,2274,F1SS
Assumptions_Review+Benefits+Post-Retirement Interest Group,Assumptions_Review_Benefits+Assumptions_Review+PostIntGroup,5549,2274,F1SS
Assumptions_Review+Benefits+Post-Retirement Interest Value,Assumptions_Review_Benefits+Assumptions_Review+PostIntValue,5550,2274,F1SS
Assumptions_Review+Benefits+Post-Retirement Interest Cap,Assumptions_Review_Benefits+Assumptions_Review+PostIntCap,5551,2274,F1SS
Assumptions_Review+Benefits+Post-Retirement Interest Collar,Assumptions_Review_Benefits+Assumptions_Review+PostIntCollar,5552,2274,F1SS
Assumptions_Review+Benefits+Post-Retirement Interest Table ID,Assumptions_Review_Benefits+Assumptions_Review+PostIntTabID,5553,2274,F1SS
Assumptions_Review+Benefits+Salary Review Date,Assumptions_Review_Benefits+Assumptions_Review+SalRevDate,5554,2274,F1SS
Assumptions_Review+Benefits+FAS Period,Assumptions_Review_Benefits+Assumptions_Review+FASPeriod,5555,2274,F1SS
Assumptions_Review+Benefits+Inflation Name,Assumptions_Review_Benefits+Assumptions_Review+InfName,5556,2274,F1SS
Assumptions_Review+Benefits+Inflation Group,Assumptions_Review_Benefits+Assumptions_Review+InfGroup,5557,2274,F1SS
Assumptions_Review+Benefits+Inflation Value,Assumptions_Review_Benefits+Assumptions_Review+InfValue,5558,2274,F1SS
Assumptions_Review+Benefits+Inflation Cap,Assumptions_Review_Benefits+Assumptions_Review+InfCap,5559,2274,F1SS
Assumptions_Review+Benefits+Inflation Collar,Assumptions_Review_Benefits+Assumptions_Review+InfCollar,5560,2274,F1SS
Assumptions_Review+Benefits+Inflation Table ID,Assumptions_Review_Benefits+Assumptions_Review+InfTabID,5561,2274,F1SS
Assumptions_Review+Benefits+Revaluation Name,Assumptions_Review_Benefits+Assumptions_Review+RevName,5562,2274,F1SS
Assumptions_Review+Benefits+Revaluation Group,Assumptions_Review_Benefits+Assumptions_Review+RevGroup,5563,2274,F1SS
Assumptions_Review+Benefits+Revaluation Value,Assumptions_Review_Benefits+Assumptions_Review+RevValue,5564,2274,F1SS
Assumptions_Review+Benefits+Revaluation Cap,Assumptions_Review_Benefits+Assumptions_Review+RevCap,5565,2274,F1SS
Assumptions_Review+Benefits+Revaluation Collar,Assumptions_Review_Benefits+Assumptions_Review+RevCollar,5566,2274,F1SS
Assumptions_Review+Benefits+Revaluation Table ID,Assumptions_Review_Benefits+Assumptions_Review+RevTabID,5567,2274,F1SS
Assumptions_Review+Benefits+Increase Name,Assumptions_Review_Benefits+Assumptions_Review+IncName,5568,2274,F1SS
Assumptions_Review+Benefits+Increase Group,Assumptions_Review_Benefits+Assumptions_Review+IncGroup,5569,2274,F1SS
Assumptions_Review+Benefits+Increase Value,Assumptions_Review_Benefits+Assumptions_Review+IncValue,5570,2274,F1SS
Assumptions_Review+Benefits+Increase Cap,Assumptions_Review_Benefits+Assumptions_Review+IncCap,5571,2274,F1SS
Assumptions_Review+Benefits+Increase Collar,Assumptions_Review_Benefits+Assumptions_Review+IncCollar,5572,2274,F1SS
Assumptions_Review+Benefits+Increase TableID,Assumptions_Review_Benefits+Assumptions_Review+IncTabID,5573,2274,F1SS
Assumptions_Review+Benefits+Increase Cons Description,Assumptions_Review_Benefits+Assumptions_Review+IncConsDesc,5574,2274,F1SS
Assumptions_Review+Benefits+Includes Pre88 GMP,Assumptions_Review_Benefits+Assumptions_Review+IncPre88,5575,2274,F1SS
Assumptions_Review+Benefits+Includes Post88 GMP,Assumptions_Review_Benefits+Assumptions_Review+IncPost88,5576,2274,F1SS
Assumptions_Review+Benefits+Liability Value,Assumptions_Review_Benefits+Assumptions_Review+LiabValue,5577,2274,F1SS
Assumptions_Review+Grid Help,ADDING_DELETING_COLUMNS.HTM,3058,2274,F1SSHelp
Assumptions_Review+Grid Help,GRID_EDITING_OPTIONS.HTM,3059,2274,F1SSHelp
Assumptions_Review_Benefits+Hide Columns,Assumptions_Review+Assumptions_Review+Hide,5593,2274,Button
Assumptions_Review_Benefits+Save,Assumptions_Review+Button+SaveOne,5531,2274,Button
Assumptions_Review_Benefits+Quit,Assumptions_Review+Button+Quit,5530,2274,Button
Assumptions_Review+Category,Assumptions_Review+Category,0,2275,Page
Assumptions_Review+Category+Membership Group,Assumptions_Review_Category+Assumptions_Review+clName,5578,2275,F1SS
Assumptions_Review+Category+Category Description,Assumptions_Review_Category+Assumptions_Review+resIDDesc,5579,2275,F1SS
Assumptions_Review+Category+Sex,Assumptions_Review_Category+Assumptions_Review+sex,5580,2275,F1SS
Assumptions_Review+Category+Separate Spouse Cash Flows,Assumptions_Review_Category+Assumptions_Review+SpCF,5581,2275,F1SS
Assumptions_Review+Category+Proportion Married Table,Assumptions_Review_Category+Assumptions_Review+HTable,5582,2275,F1SS
Assumptions_Review+Category+Proportion Married Table ID,Assumptions_Review_Category+Assumptions_Review+HTableID,5583,2275,F1SS
Assumptions_Review+Category+Spouse Definition,Assumptions_Review_Category+Assumptions_Review+SpDef,5584,2275,F1SS
Assumptions_Review+Category+Pension Frequency,Assumptions_Review_Category+Assumptions_Review+PenFreq,5585,2275,F1SS
Assumptions_Review+Category+Pension Mode,Assumptions_Review_Category+Assumptions_Review+PenMode,5586,2275,F1SS
Assumptions_Review+Category+First Year Increase,Assumptions_Review_Category+Assumptions_Review+FYInc,5587,2275,F1SS
Assumptions_Review+Category+Pension Review Date,Assumptions_Review_Category+Assumptions_Review+PenRevDate,5588,2275,F1SS
Assumptions_Review+Category+Exact Age,Assumptions_Review_Category+Assumptions_Review+ExactAge,5589,2275,F1SS
Assumptions_Review+Category+Transfers Proportion Married Table,Assumptions_Review_Category+Assumptions_Review+TVHTable,5590,2275,F1SS
Assumptions_Review+Category+Transfers Proportion Married Table ID,Assumptions_Review_Category+Assumptions_Review+TVHTableID,5591,2275,F1SS
Assumptions_Review+Category+Transfers Spouse Definition,Assumptions_Review_Category+Assumptions_Review+TVSpDef,5592,2275,F1SS
Assumptions_Review+Grid Help,ADDING_DELETING_COLUMNS.HTM,3058,2275,F1SSHelp
Assumptions_Review+Grid Help,GRID_EDITING_OPTIONS.HTM,3059,2275,F1SSHelp
Assumptions_Review_Category+Hide Columns,Assumptions_Review+Assumptions_Review+Hide,5593,2275,Button
Assumptions_Review_Category+Save,Assumptions_Review+Button+SaveOne,5531,2275,Button
Assumptions_Review_Category+Quit,Assumptions_Review+Button+Quit,5530,2275,Button
Quick_Scenario+Financial,Quick_Scenario+Financial,0,2276,Page
Quick_Scenario+Financial+Consolidation Database File,Quick_Scenario_Financial+Quick_Scenario+mdbFile,5597,2276,Combo
Quick_Scenario+Financial+Consolidation SQL Server Database,Quick_Scenario_Financial+Quick_Scenario+sqlDBase,5598,2276,Combo
Quick_Scenario+Financial+Type of Graph,Quick_Scenario_Financial+Quick_Scenario+Graph,5599,2276,Combo
Quick_Scenario+Financial+Term,Quick_Scenario_Financial+Quick_Scenario+graphterm,5600,2276,Edit
Quick_Scenario+Financial+Membership Groups,Quick_Scenario_Financial+Quick_Scenario+classes,5601,2276,Combo
Quick_Scenario+Financial+Contributions,Quick_Scenario_Financial+Quick_Scenario+incconts,5602,2276,Check
Quick_Scenario+Financial+Expenses,Quick_Scenario_Financial+Quick_Scenario+incexpense,5603,2276,Check
Quick_Scenario+Financial+Additional Liabilities,Quick_Scenario_Financial+Quick_Scenario+incadditliab,5604,2276,Check
Quick_Scenario+Financial+Relative Change,Quick_Scenario_Financial+Quick_Scenario+FinMethod,5605,2276,Check
Quick_Scenario+Financial+New Values,Quick_Scenario_Financial+Quick_Scenario+FinMethod,5605,2276,Check
Quick_Scenario+Financial+% Change,Quick_Scenario_Financial+Quick_Scenario+FinMethod,5605,2276,Check
Quick_Scenario+Financial+% of Current Values,Quick_Scenario_Financial+Quick_Scenario+FinMethod,5605,2276,Check
Quick_Scenario+Financial+Rate 1 Description,Quick_Scenario_Financial+Quick_Scenario+ChangeRate,5606,2276,Combo
Quick_Scenario+Financial+Rate 2 Description,Quick_Scenario_Financial+Quick_Scenario+ChangeRate,5606,2276,Combo
Quick_Scenario+Financial+Rate 3 Description,Quick_Scenario_Financial+Quick_Scenario+ChangeRate,5606,2276,Combo
Quick_Scenario+Financial+Rate 4 Description,Quick_Scenario_Financial+Quick_Scenario+ChangeRate,5606,2276,Combo
Quick_Scenario+Financial+Rate 5 Description,Quick_Scenario_Financial+Quick_Scenario+ChangeRate,5606,2276,Combo
Quick_Scenario+Financial+Rate 6 Description,Quick_Scenario_Financial+Quick_Scenario+ChangeRate,5606,2276,Combo
Quick_Scenario+Financial+Rate 7 Description,Quick_Scenario_Financial+Quick_Scenario+ChangeRate,5606,2276,Combo
Quick_Scenario+Financial+Rate 8 Description,Quick_Scenario_Financial+Quick_Scenario+ChangeRate,5606,2276,Combo
Quick_Scenario+Financial+Rate 9 Description,Quick_Scenario_Financial+Quick_Scenario+ChangeRate,5606,2276,Combo
Quick_Scenario+Financial+Rate 10 Description,Quick_Scenario_Financial+Quick_Scenario+ChangeRate,5606,2276,Combo
Quick_Scenario+Financial+Rate 11 Description,Quick_Scenario_Financial+Quick_Scenario+ChangeRate,5606,2276,Combo
Quick_Scenario+Financial+Rate 12 Description,Quick_Scenario_Financial+Quick_Scenario+ChangeRate,5606,2276,Combo
Quick_Scenario+Financial+Rate 13 Description,Quick_Scenario_Financial+Quick_Scenario+ChangeRate,5606,2276,Combo
Quick_Scenario+Financial+Rate 14 Description,Quick_Scenario_Financial+Quick_Scenario+ChangeRate,5606,2276,Combo
Quick_Scenario+Financial+Rate 15 Description,Quick_Scenario_Financial+Quick_Scenario+ChangeRate,5606,2276,Combo
Quick_Scenario_Financial+Configure Roll-Forward,Quick_Scenario+Quick_Scenario+ConfigRF,5675,2276,Button
Quick_Scenario_Financial+Create Financials,Quick_Scenario+Quick_Scenario+CreateFin,5674,2276,Button
Quick_Scenario_Financial+Dump Results,Quick_Scenario+Quick_Scenario+Dump,5673,2276,Button
Quick_Scenario_Financial+Amortise Deficit,Quick_Scenario+Quick_Scenario+Solve,5672,2276,Button
Quick_Scenario_Financial+Configure Graphs,Quick_Scenario+Quick_Scenario+ConfigGraph,5671,2276,Button
Quick_Scenario_Financial+SaveAs,Quick_Scenario+Button+SaveAs,5596,2276,Button
Quick_Scenario_Financial+Save,Quick_Scenario+Button+SaveOne,5595,2276,Button
Quick_Scenario_Financial+Quit,Quick_Scenario+Button+Quit,5594,2276,Button
Quick_Scenario+Demographic,Quick_Scenario+Demographic,0,2277,Page
Quick_Scenario+Demographic+Consolidation Database File,Quick_Scenario_Demographic+Quick_Scenario+mdbFile,5607,2277,Combo
Quick_Scenario+Demographic+Consolidation SQL Server Database,Quick_Scenario_Demographic+Quick_Scenario+sqlDBase,5608,2277,Combo
Quick_Scenario+Demographic+Type of Graph,Quick_Scenario_Demographic+Quick_Scenario+Graph,5609,2277,Combo
Quick_Scenario+Demographic+Term,Quick_Scenario_Demographic+Quick_Scenario+graphterm,5610,2277,Edit
Quick_Scenario+Demographic+Membership Groups,Quick_Scenario_Demographic+Quick_Scenario+classes,5611,2277,Combo
Quick_Scenario+Demographic+Contributions,Quick_Scenario_Demographic+Quick_Scenario+incconts,5612,2277,Check
Quick_Scenario+Demographic+Expenses,Quick_Scenario_Demographic+Quick_Scenario+incexpense,5613,2277,Check
Quick_Scenario+Demographic+Additional Liabilities,Quick_Scenario_Demographic+Quick_Scenario+incadditliab,5614,2277,Check
Quick_Scenario+Demographic+Post-Retirement Mortality Adjustment,Quick_Scenario_Demographic+Quick_Scenario+mortality,5615,2277,Edit
Quick_Scenario+Demographic+per Annum from the Valuation Date,Quick_Scenario_Demographic+Quick_Scenario+perannum,5616,2277,Check
Quick_Scenario+Demographic+Proportion Married Adjustment,Quick_Scenario_Demographic+Quick_Scenario+propmarried,5617,2277,Edit
Quick_Scenario_Demographic+Configure Roll-Forward,Quick_Scenario+Quick_Scenario+ConfigRF,5675,2277,Button
Quick_Scenario_Demographic+Create Financials,Quick_Scenario+Quick_Scenario+CreateFin,5674,2277,Button
Quick_Scenario_Demographic+Dump Results,Quick_Scenario+Quick_Scenario+Dump,5673,2277,Button
Quick_Scenario_Demographic+Amortise Deficit,Quick_Scenario+Quick_Scenario+Solve,5672,2277,Button
Quick_Scenario_Demographic+Configure Graphs,Quick_Scenario+Quick_Scenario+ConfigGraph,5671,2277,Button
Quick_Scenario_Demographic+SaveAs,Quick_Scenario+Button+SaveAs,5596,2277,Button
